text,label
"Just relying on the pool in the show, he is a red-yellow blue rumor, he is a wave 2 Bali International Airport.",0
"I will not talk about the way the lights is wrong.The voice of Luke speaks public or public, the first thing is to have a sense if there is only one throat to make a sound. If there is any free democracy, it will not talk about the protection of power.",1
"All business activities will encounter problems, but all problems are not a problem in business activities themselves. There is Trump, tariffs. The chairman of the inner pot, with a vague. In the bad environment, the financial refugees suffer. Medium production has no output, thousands and 10,000 households. Borrow-money rights, investment changes. Washing face at the end of the day, help without him. The black child is laughing, escaped. After overdue, the platform struggles. I can't help, and I will run the way. Emergency and discovery, debt debt. The police were busy and stabilized. Lang Lang Qiankun is big, there is no opinion everywhere. Shenzhen jumped roof, Hefei dead parent. Poor Xiao Wang Qian, weeping blood writing note. How many folks are desperate to walk. .... There is Trump, Shenzhou is not afraid. Want is unhearted, struggle. The economy has grown steadily and develops domestic demand. The market has regular, lending collateral. Why do you have a ghost, destroy my Great Wall. If you are in your heart, you have no retreat. Thousands of bad bails, don it. Finance is not enough, apply for a subsidy. Also, I have a message, who is drums and calls. The government does not lose confidence, and the faith is not a government. Supervision is big, and the people eat hard. The country is not compensated, the people are uncomfortable. Officials should take two steps. Pell the resignation, and the people are angry.",1
"Li Mou didn't like to see the extreme hatred Chinese traditional culture and the words of the Buddha. MAO extreme hatred Chinese traditional culture, vigorously smashed the odor, but he did not democracy, nor curable. Li Siro reading the book, read more ancient books, but has been in the Western democratic freedom system. It can be seen that anti-Chinese tradition is not equal to democracy. South Korea, etc., etc., other than Chinese traditional culture, but democracy. Li Mou worship Buddha, also likes and respects Christian culture, and insensibial false Buddhas. Guru has certain historical limitations, but its monarch is very expensive, and the minister is not a minister, it is very advanced. They are not Washington, they lived before 2,000 years. Confucianism has become an emperor's night pot, which is after the Han ""alone Confucianism"". Can't derogate the Buddha because the dog confudient and false Buddha. The political and religion cannot be combined. Religion is attributed to religion. Confucian Buddha does not ring him, tolerate. He will die, must ""junior"", will teach it. Incomplete and inclusive, for Li. Li Mou is in a hurry to find a Western medicine, usually regulate the body must use Chinese medicine. Western medicine is precise, the wonderful Chinese medicine is ""holographic"". Li Sou also studied the mysterious culture of Oriental. Li Ton saw Buddhism in the top science fiction film in the United States, seeing Yi Xue, seeing the mysterious culture of the Oriental, although the directions may not read Buddha, easy, oriental mysterious learning. Good and wisdom, it is connected. Li Bailong",0
The news that the door to dig off the corpse is can't see a harmonious one.,1
"Chuanpu big mouth.Reuters reported that Chuanp said that if the Chinese government sweater station, he went to interfere with private law and put Meng Mumbai.I doubt that Reuters reporters are not understanding the words of Chuanpu.",1
"""Kunqu is called the ancestor ', all Chinese traditional dramas are almost spontied by Kunqu, so we talk about mother today, not a mother and grandchildren."" O Zhang Jun: Why do you insist on doing Kunqu?",0
"Zhang Wei: I did a lot of Hong Kong media on Hong Kong ahead of the world's glory.Some people asked me at the time, the United States, Canada used a hooligan means of bold tickets to deal with China's Huawei company, what should China should do?I said, please rest assured, China's leaders today have experienced the chaos of the Cultural Revolution, know how to deal with hooligans.",1
"Meng Liangzhou residential is getting more and more garbage in Weibo. The marketing number is getting more and more, the netizens are too heavy. If some people are small, they can live, and the private house does not discuss, notSay the conspiracy behind this, only in Canada in Canada?People have money to buy abroad, there is a house in Canada is to lose the Chinese face, and the rich is serious, not because they have a bad, who is not a big wind blowing, not my hard work is also my father.Some garbage marketing numbers do not have faces with rhythm.",1
"2018.9. 16 I graduated the first job, fortunately, I met a good leader, grateful, on the weekend, wrote democratic life materials in overtime, and standing on the last job.I ate a lot of rice with the director, and the director gave me a lot. I think a deputy cadre can be like my uncle, I will go to the new unit, it is my honor, help people, hope DirectorAll aspects of life will get better and better, I will also be grateful.1. Correctly treat overtime mentality 2. Live from me, worth 3. Talking more, this lead",1
"Trump's impact on the world is really big, I have no friends who have even girlfriends, and they started crazy to see the child's information.",1
"Trump's first time, Meng Niang, the incident, you completely exposed your old beauty in China, this means is really despicable.",0
"Today is the last day of 2018, there is a last day of the last 1st. I will be enthusiastic on time. I will give someone on time. I will give others a new year...I just want to urge China Telecom's efficiency to be a little higher?I have already done a week of broadband, I don't give me a call. I move the number of money, I don't give me a card, I have no traffic...Although the small sister who handles the business is quietly staring at me from time to time, I am sorry because I know that I have been destined to have anyone...Ah ~ I will have a dead mantle.",1
"US conservative is officially placed, and the big judge of the Supreme Court is a lifelong system.The three power discrete will now have two right trends.If the parliament is mainly controlled by Trump.Sino-US confrontation should be a generation or generations.Now there are some riding a confidentiality to refund in the Tribute to the People's Republic of China. In the future, it must be Chinese capital and US dollar capital in international and domestic.Imagine that China 's oil is transferred to private, don't you support you?""Trump sign the appointment Kavano sworn in the Supreme Court of the United States _ mobile Sina.com"" O Trump signed appointed Kavaro sworn in the Supreme Court Judge",1
"Xu Jing Human Rights?An innocent life is persecuted, but the family is nowhere to control the country according to law?The violent organs choose to help them cover the true public opinion supervision in front of a black murder.The hot search of the truth is a little sinking, and there is no reason for the microblog of the sound.",1
"Foreign media: Trump tariff anti-US profit growth has slowed significantly slow down 2018/10/24 8: 06: 52 Sina News Beijing Time 24 news, according to Reuters, after the strong opening of this year, US companies Profit growth is slowing, and global trade tensions are continuously upgraded, starting to drag down from Caterpillar to Ford Automobile. Although from the currently released earning report, the United States listed company's profit growth is still as high as 22% in the third quarter, but the data of Refinitiv has only one quarter of the company's number in the market expectations in the S & P 500 index. As the interest rate rises (this makes bonds more attractive), profit growth slows down in eroding investors and leads to a sharp drop in global stock markets on Tuesday. Oppenheimerfunds Stock Analyst Tally Leger said: ""Trade tensions are gradually intensifying, affecting the fundamentals of the market. Due to trade tariffs, we are facing dollars, oil prices rising The interest rate rises such as interest rates. ""US President Trump repeatedly boasting the US stocks in his tenure rose, but according to the US Mid-term Congress, the market turmoil appeared in an uncomfortable moment. Trump focuses on global trade policies, trying to renew American manufacturing. However, the world's largest construction equipment manufacturer Caterpillar said before the opening of US stocks, Trump's steel import tariffs, plus freight, so that they have lost $ 40 million in the last quarter. The company's stock on Tuesday fell 7.6%. CFRA Research Corporate Sam Stovall in New York said: ""Trade is stressed to cause pressure on corporate profits, we may have seen profit growth See the top. ""Therefore, the high market valuation may mean that investors are not willing to pay so much price for the income of a company, he said. According to the data of Refinitiv, as of Monday, the long-term P / E ratio of the S & P 500 index is 16.2 times, lower than the 2018 peak 18.5 reached on January 22. At the same time, according to Trimtabs Investment Research's data, US companies will repurchase more than 1 trillion US dollars this year, while lower valuations may attract them to repurchase more stocks. At the end of December last year, the Republican Controlled US Congress adopted a $ 1.5 trillion tax cut plan, boosted the profit of gas this year, and encouraged companies to return cash back overseas, but analysts said that new import tariff belts Costs are offsetting the impact of tax cuts. In companies regarding tariffs, 3M stock prices fell 4.4% on Tuesday. The data released by the company has shown that sales in the third quarter does not expect, and set the maximum decline in the past two years, and due to rising tariff costs, the company It is also reduced earnings. Ford Motors are expected to release a three-quarter earnings on Wednesday. The company said at the end of September, steel tariffs have lost $ 1 billion in profits. According to Refinitiv's data, the profit growth of the SPP 500 Index Ingredient stock company reached 26.6% in the first quarter of this year. So far, the growth rate of the US and the third quarter of the United States is 22.1%, and due to the barters caused by the tax cuts in 2018, the profit growth in the second quarter of next year is expected to fall to 9%. At the same time, the rise of the US dollar and interest rates also make people worry about the prospects of the US profit growth. Edward Jones' investment strategists Kate Warne said that the earnings of other companies will reduce the sale of US stocks. Source: Hexun.com",0
"Meng Mumbaunching incident made the entire United States as Huawei, and made a best propaganda for China's high-tech enterprises! Meng Liangzhou Secondary Bail Lautement still did not have the results of the court decided to return the ring network tomorrow, 1 day ago [Global Network Comprehensive Report] Local Time 10, the second bail issue of Huawei CFO Meng lights in Canada The British Columbia Higher Court has ended, and the judge will continue to hold on the 11th. The picture is an authorized Canadian Lohas Network to use Canadian Lohas.com. The reporter saw at the scene. Before the hearing, a large number of media reporters rushed to the scene. In addition to the trial, many Chinese rushed to the scene, holding the slogan such as Mengyuanzhou ""and other slogans support Huawei, and some people use mobile phones to play national anthem. Assessment information shows that Meng Liangzhu is Chinese nationality. After a long time, the argument argument The two sides ultimately can not reach the agreement on the issue of Monmantong, the husband can become a guarantor. The judge believes that the issue of bail guarantee is agreed to discuss other bail terms to make sense, decide to continue to trial tomorrow. Content from Zaker News 2 Benxi · Dongxing District """,0
"In 2019, I would like to say that the prime minister said that the boss of the thirteen rows, the boss, the prime minister, I am a Chinese very ordinary minimum nine zero, I just stepped into this society. I will teach Just from small.We have also been taught to realize that we love this country. We are very united.A man with a person who loves to love this country is a confidence. It is to see the doubts of heavy police but take the suspect's mouth to give the testimony ... I just came to the society full of expectations, but now I don't know if something happens in my own. How can we?protect yourself ?",1
"Meng Liangzhou residential housing was broken into Xiaoxiao, and it was shifted by Xiaomei. It would also be very stupid after it is estimated that the first hearing Xiaomei does not have a like internal material, just some external road hears the evidence, evenHSBC's business letters may not necessarily explain the problem, and found that it is a big probability event.The fault can't say, mistakenly can't recognize that the small plus that caught in the wrong dilemma, I have to find a step. Naturally there is a good thing to go out, then find the evidence in living, or can be able to make a beam, big deal.Upstream.Small plus brain is full, and the inner so-called judicial justice may have to make faces, and the outside is not good, and the rules are ignorant every day. It is not a miss., Maple leaf is also helpless!",0
"After the US stocks closed on Monday, Trump announced that the 10% of the $ 20 billion merchandise was there, but there were no official official notifications.",1
"Chuanppe himself is not completely stable. He is so radical in the United States. Some people have anxious.It is a bit like a neighborhood, two children quarrel.The male owner squats, the gods, the male master, this time you can't show up, I am also a state of your family, you have to make a reason, or you support the groomer male master.But once your actions linked along with the other family, then they can consistently.So our official response should be absolutely neutralized, because of the truth, you don't play people, the other party is a bit bullying, people are watching.We should wake up the sense of justice. We don't do it. Even if you already know where the knife is doing, you can't see the knife, because it is the worst step.",0
"New Fox Molds show that African-American support rate is 40% for President Trump, and the record of Republicans.",0
"In this article, the word ""white left"" in the Chinese Internet is clearly understood. - - - - - - - - According to this race order, only white and yellow people (Chinese) are excellent races, so although Chinese nationalism has anti-West side, this level of ethnic order, with those In terms of race, Western and China have become a relationship between excellent races between excellent races. China's ethnic nationalists have always been worshiping the white race. Liang Qichao has gradually disappeared or reduced in the process of colonization in the process of colonization in the process of colonization, and the loudly prevents the karmers from dividing China. During the period, the fertility rate of American black and indigenous peoples exceeded the white people, and I was worried that I would weaken the West. This kind of attitude towards the West seems to be contradictory, but standing in the world race level, there is a deeper psychological identity factor o ""white left"" and ""traitor"": internal national country Other person",0
"The US stock market foam is very serious. If the US stock market continues to rise, the risk factor is very large, but the foam of the US stock market is broken, the US economy will fight, because the US stock market is the economic barometer, the stock market foam is shattered, don't say the medium-term electionWill fail, Trump's continuity does not hope.China-US trade war If the US stock market foam is shattered, the United States cannot continue.my country's soft ribs is also worried about real estate bubbles.Trump believes that China's stock market has fallen, and if the real estate bubble is destroyed, the Chinese economy will fight.The problem is now.my country's real estate bubbles have been serious and once there is a problem.The consequences are serious.But if you do not control the real estate bubble, let it continue to develop, the consequences will be unimaginable.Therefore, in the regulatory layer, how to slowly squeeze the real estate bubble, and don't lead to real estate crashes, it is necessary to have superb wisdom.",1
"Mr. Xiao Mu, for a smoke, it is necessary to fly a KOR a pack of smoke, it is suppressed his patriotic spine.",0
"It is a bit of emotion in this issue, and the Chinese is a family society since ancient times.However, family planning has destroyed this social model that has never changed this for thousands of years, from Ding Xifeng, long-term, and other local families have become a single family.How many ancestors will be destroyed, which makes how many integrity are destroyed once, so it will be covered in just a few decades, and the traditional cultural huge amount is lost, and it is awkward.",0
"You have always regarded the United States as my enemy. I am just a businessman. My goal is to earn American money. I don't need enemies. I need to share myself to consolidate myself as the national interest problem. I can master the core.Technology, it can be beneficial to the country's own mastery, but the evil road will only give the country to the enemy. If you are not patriotic, please put the enthusiasm in doing things, doing things for the country, what Americans don't have your indignation and inferenceWhat - - any nor",0
"There are several people who really understand that the essence behind Meng Gongzhu is arrested.Combating the Chinese national spine, affecting the Chinese economy, causing China's domestic business, affecting the US society's stable US, wolf ambitious heart, the compatriots don't understand.Waiting for the tide of layoffs, is it still not alerted?Can you regret when you lose the country's stability?That is late!Regret!2 Zhangzhou Nanhu Salt",1
Chuanpu said that the only problem with the US economy is the Fed.The only problem with our economy is ________.,1
"Hahaha, this matter is unreasonable, how can you set your waist?Sweden is rich by oil, it is impossible to engage in import and export, so it can only be in human rights, who makes big monk visit Sweden.They are all the face of the family's quality and low, but only through this matter.",1
"Trump propelina today. Sichuan Tudi is only two, talking to Kavaro. Pay attention to my Weibo listen to the sound of the other side. The first proposal: Kava Judge proved to the American people why I want to nominate him. His testimony is powerful, honest and exciting. The false survey of the Democrats and the pit are very shameful, just in delay, obstructing and resisting. Senator must vote. Trump yesterday all day, only a twenty of this tweet. According to the past experience, this is busy with a big trick, I believe that there will be more than one trade agreement in the next period. Since Trump mentioned Kavaro alone yesterday, it is better to talk about it today. Kavova is the second big judge nominated within Trump, belongs to the conservative. The US president is a term of office, but the Supreme Court's judge is indeed lifetime. Once taking office, unless you encounter an automatic retirement or have a national parliament, it can always be died. The US Constitution stipulates that the president has the right to nominate, and after consulting the Senate and obtaining its consent, appoint the highest court judge. "" In general, the Supreme Court's judge is 11 weeks from the time period of the nominated final. However, from July 9 this year, Trump officially announced that the nomination is counted, and the time has exceeded the conventional scope. At present, Cavano's picking will be on the voting section of the Senate. After the Democratic Party strives to postpone the voting link from the mid-term election in November, then I have made several sexual assault incidents about Carvano, and I have exhausted time. The Democratic Party has not been fresh. As early as the later period of Trump, the Democratic Party used the media to expose Trump's so-called ""sexual assault in the years"". But the facts prove that this set is inhanse, the American people are tired of this shameless political struggle. After all of this Trump, I also comforted Cavano: ""Don't be affected by those people, what you have experienced now, I have experienced every day in Washington."" In my opinion, the Democratic Party will not only Can not stop Cavano, will also have a negative impact on medium-term elections, a little ""lifting stones"" feelings.",0
"""Tooowen Middle School"", ""White Angel Jasmine"", ""Red Yellow Blue"" so much...People who still call don't wake up, really can't be fake, don't believe it, wait and see, this is the 21st century, is there so much??",1
"Tong Russia is a certain existence. If we face 200 billion taxes, it is calm.There are also counts in Putin, we are also available.Trump's tiger is getting more and more paper.",1
"[China Textile Confident Quanzhou Lab Service Enterprise More than 3000] As a third-party authority inspection and testing certification body directly under the China Textile Industry Federation - Guozhou Textile Industry Association Testing Center (Quanzhou Laboratory) and China Textile Consultative Inspection (Quanzhou)Technical Service Co., Ltd., a stone lion, serving Shishi, benefiting more than 3,000, has become a strong rear shield of the innovation transformation of Shiren and surrounding area shoes.",0
"Big News! Trump refuses to pay the United Nations conference fee, threatening unless there is priority in the United States, otherwise you will exit the express information o military belong to register! You still don't know? _ [Express information]",0
"""Taiwan's"" Jiuheyi ""election congratulations to Korean Yogan garlic, basically blue camp ruling board staples. In fact, TG hopes is also the result. At present, there is just a way to get started + sweater, it is true that the mouth is still hoped to stabilize both sides,What is the wool? What is the small flower of the non-unity? Furthermore, Kawu's lock country polic makes a country collective, everyone is watching the actions of the rabbit, this time is the international levelI am afraid that the TG's 100-year revival dream is going forward. Finally, the rabbit's goal is to catch up with the eagle. When one day, the rabbit can sit in flatness with the eagle, TW is not a problem, now, now give up the entire forest, the overall situation. So.It's really not to understand the psychology of the vegetables seeds, PS: big country game, the small country is always a victim. Have a hunch to be hiped, no matter what, good night.",1
"The national entrance to the people will not pay for it, directly grab the bandits, I want to donate the party patriotism.",1
"Burning!The propaganda film ""New era of China's high-speed rail"" shockedly - on the big land of the motherland, 20,000 kilometers of steel large arteries are in powerful pulsation.Entering the new era, eight vertical eight horizontal world strongest high-speed rail network is in crossing.The great change in the National Museum ... o Burn!Promotional film ""New era of China's high-speed rail"" shocked debut",0
"In 2019, I said to the Prime Minister, I am a citizen of the People's Republic of China. I know that you can't see this Weibo but still want to say a word for me. Is this ordinary people ask you?Do you want to pay for the murder?Is the Chinese people's police service for the people or serve the RMB?Is the government to serve the people true?Some things are hidden in the dark, we unclear, even if you know what you are in the country, you have to conceal things?Xu Jing",1
"What is the ID of the foreign painter who is very hot last night?Po owned three pictures and try to use blank to pull the original picture, I didn't open it outside, and now I was harmonious.Ask a name!I have the opportunity to carry (external network users)",0
"""A American singer discloses the Republican party, the number of Chuanpu has been exhausted!"" You can take it out for the small things of the chicken fry garlic in order to anti-Schuan ...",0
"The red-yellow blue kindergarten trial needle was only sentenced to one and a half a half of the people who left a birth shadow for children. There were, Weibo hot search red and yellow blue is not consumed. Instead of entertainment news, I always have a feeling., Public opinion-oriented always puts a particularly serious thing to dilute",1
"The price of oil rose slightly, the traffic investment is strong, the trend is shocking, and the return of most of the earlier increases.supply.Brant crude oil was $ 0.1, a report of $ 78.80 per barrel, US crude oil accumulated 0.46 US dollars, a report $ 70.78 per barrel, a $ 71.80 higher than $ US $ 1.This week, US crude oil rose 2.5%, Brant crude oil rose 0.7%.",0
"On December 20th, 2018, China People's Bank (Anhui) interview questions 1. Now there are survival in the streets, some people feel better to combat illegal crimes, and some people think that violations of personal privacy, how do you see?2. The government must establish a base station that makes information better Unicom in poor villages. However, several villagers believe that there will be radiation to harm the health, affecting physical health, and opposing the construction of the base station, leaders let you solve this, you as a governmentHow do you handle?3. Xiao Liu and you are a good friend who enters the unit. Xiao Liu believes that I have thought about a good work plan, tell you, you think lack of feasibility, but Xiao Liu still tells the leadership, leadership ideas and youSame, Xiao Liu believes that you have called a small report and alienate you, how do you deal with this?",0
"When I got off the bus, my grandfather called me and asked my station. I went out. I found that all of the east side of the democratic road is black, then, I will go home from the station, and the contrast is obvious.The stores on the left are closed, and the lights on the right are clear, EMM, the distance is now there to be almost two hours.My family is a black half of the wuocular points.",1
"Seeing the sexual harassment incident in Jilin Agricultural School reminds me of the North Electric Hou Liang Ping North Electric Ai Lusha Honghuang Blue and so on, etc., there will be no results, I haven't slept in this society......Jilin Agricultural Science and Technology College Female Student",1
"Everyday, the white efforts to send microblogging, endorsement, Samsung really, for a person who can kneel to the grass, the so-called patriot is a joke, the girl who is really loved to buy him album.",0
"The students are discussing ""What is the real democracy"", the school Leader is still thinking about ""how to press the tame"".",1
"Don't say that love does not patriotism, I like Apple, as long as Samsung is not falling down, I will never use domestic",0
"[Tariff hurricane is still coming] Sunday, CNBC invokes a senior government official report on the twitter, saying that the US President Trump has been finalized for a new tariff of $ 20 billion Chinese goods, possiblyWill be announced on Monday or Tuesday.""Wall Street Daily"" also said that Trump announced the fastest to the trial of $ 200 billion, but the tax rate may be 10%, lower than 25% of earlier.",1
"My Cultural Revolution Impression: My hometown is a county town in Suort, and there is one thing to give me the most impressions in the late Cultural Revolution. Since I like to listen to the story, all ancient heroes are always in their minds. After a little bigger, I have basic reading ability, I started looking for these story books everywhere. In our elementary school and junior high school, the school's school is very old, a hero story, it is difficult to find the hero story book that is suitable for herself, the heroes you really worship. Once an accidental opportunity, in a white wall gray tile in the old city of the county, I saw a young couple in the old couple of children. The album has been collected very complete, exquisite, and specialized in a jacket. What is more happy is that the company's book books in the elderly are very complete. What three countries, Water Margin, Journey to the West, Yue Fei, Sui and Tang Dynasties, etc. Almost the story I have heard can be found here. The elderly will rent a comic book for us, each two points. Since then, my Sunday has fixed places. It is used here to use the pocket money given by the us. Sometimes come over the morning, even if you have dinner at noon, you don't know. After a long time, the family also knows this place, I can't find it, I will fix it. Then, the old man of the house passed away, but the nearby border booklet for rent is more likely to. Maybe this is the market economy I originally felt.",0
"The United States is preferred to be self-contained!If Trump has won, representing hegemony and brutality, and losing the pursuit of justice and civilization remains.So Trump must lose!According to the US mid-term election result, the Democratic Party replicates the House of Representatives.Trump wants to lose, must be climbed, change evil!It is possible to change the tragic ending of the later elections ...",1
"I am here, is it meaningful?】 PK, choose [Yes], idol give me positive energy, you can also get the topic people to chase the stars!Significant, my love bean is Zhang Yixing, my Yixing brother is my example, the little brother is very positive, and very hard, very patriotic.",0
"[Chairman of CCB: Now buying a house is a high-level pickup to earn money.The United States is developed, one-third of the people in the town is renting a house, and 40% of Germany or even more people are renting a house. These market real estate is difficult to speculate, but there are only 10% of people in China.",1
"Taiwan's democracy compares the United States or not mature!The blue green camp is selected is a slogan of the idealism. The secretary of the Major, the violent small English is good, and the actual diplomatic economy has made a mess.The idea of too much electors will breed the people.The elite class should happen to the situation in the people when they lose rationality, and avoid the behavior of argumentation.Those who screamed in Wulan, Taiwan, is ZZ. Blow is only deepened to the gap between the Chinese people on both sides, and the US emperor will not easily give up the important chess pieces of our country.In fact, I think the best result is that ideology recognizes that one is more closely in China and economic trade, so that both strait compatriots slowly find a country's identity.",0
"Some people say that Hong Kong makes people see how the Chinese engage in modern market economy, Taiwan makes people see how Chinese people engage in modern democratic politics.There is a political figure like South Korea, and if you can say such awake, let me see the progress of the Chinese in democratic politics.",1
"In February: I am young when I am young, my parents will participate in the revolution very early, and people around them are successful, so they want to be a career in the future.However, the troops in which parents' derived are frequent, I have to constantly transfer.I didn't go to school, elementary school, junior high school, high school left, stayed in 1966.After the Cultural Revolution, the college entrance examination didn't, went to the soldiers, and participated in the army and was 33 years old.Others are 33 years old, I am still a deputy instructor, I don't want to be a official, I want to do something.I can't go to the way of literature.Life is full of uncertainty",0
"Li Hongzhang went to talk about the Treaty of the Malaysian Treaty.At that time, Japan is very nervous, afraid that Li Hongzhang will borrow the question and strive for negotiation chips.Unfortunately, Li Hongzhang did not have diplomatic skills, missed a good bureau, and Japan's conditional bills.Meng Gongzhu was arrested, and the matter was about China and the United States.The Begin of the Begin of Li Zhongtang.",0
"Xu Jing promotes how beautiful the motherland is promoted every day, and the reform and opening up makes the people live how happy life, but trampling the human rights in the back, and letting the criminals of her life.Don't hate more people!",1
"Anyway, it is also a bad impact, who will continue to block China.[The medium-term electoral Trump lost what impact on Sino-US relations?] O Middle Election Trump lost what impact on Sino-US relations?",1
"Thousands of poor in Venezuela fled into the surrounding countries, most people's destinations were the capitalist countries - USA.The north of the south of the United States is more than 4,000 kilometers from the straight line of Venezuela, and there are 7, 8 countries in the middle.In the face of so many refugees, the United States strictly guard against the border, causing the Internet to condemn the sound, the big Trump is not kind, refuses to enter the country.This is a bit strange. How did these people become refugees?Who let them become a refugee?Who has made a refugee camp in a South American most prosperous country?Is there a obligation to receive refugees around the world?If the poor households from all over the world run to the Rich Alibaba home, do you have it?The poor people who have sympathy should be, and the condemnation should be the committee of the committee, not the president outside the country.",0
"Today, I was gratifying, my office is also a gathering point of all snacks, snacks in the next door (specialty of the specialties of the business), Cultural Revolution Master's white tea, Pu'er Tea, Dessert, Director's Cowbrian and Milk Gum, Dong GeIce cream and longan, herbal tea, and the biscuits and candies given by each of the same partners, the world is full of love",1
"As we all know, the United States is the richest world in the world. The best day in the world .... Now, Kawu felt that they were suffering, everyone is in the United States; he meant: our Americans eatDrinking, before the soup, the broth does not give you, you will take the radish cabbage ...",0
"The arrest of Wu Yifan was shocked by Ms. Meng's Evening and Mada, and was very sad.In the past, my master Tang San Tibet has also been caught many times, and the past is unbearable.I strongly demand that my country's government will immediately arrest Canadians Wu Yifan immediately according to the principle of peer.In the second half of this year, the Westward Journey movie in China and the United States is about to be released, and I will continue to show Sun Wukong.I will be comforted by Mr. Renzheng, the image of the most orthodox monkey king, carry forward the traditional Chinese culture, I hope everyone will support it.",1
"Sina View ""China New Ink Work Exhibition 1978 - 2018"" opening, explore China's 40-year development change o ""China's New Ink Works Exhibition 1978 - 2018"" opened, explore China's 40-year development change",0
"Thanks to the first overseas performance, I chose China, so that I am lucky and realistic feeling everything I can only imagine. Yesterday, I have the most influential: 1. The atmosphere of the scene is really good, because the environment is not very understood by people, so there is basically no one to communicate and share passion in this area, so I will have all my own enthusiasm for these years. All released through the Call sound. 2. The base of my left, finally cried, really cried. He talked with him for a while, he was the pit that was talented this year. I am in the university, I have been paying attention to 15 years. It should be said that I am invested in the time and feelings far more than him, but in the end of the brand of ""ナナ あ あ あ が が"", the stage is on the stage. At the time, I still didn't have an eye, and the base next to me wiped my glasses. Maybe I am not so easy to cry, time is made, but my heart is full of touched. Failure to exchange the contact is a certain regret, blame me to walk too rushing. 3. It is very good to know that there is a group. I think when I can go to Japan alone, I hope it will not be too long.",0
"China and the United States have no sympathetic, trade war, local friction will also add, but China's square is very good, or the guidelines, adults follow the struggle of children, the final victory or the situationIt is conducive to China.The biggest problem in the United States is not strong in policies, and it is difficult to say that the policy will be turned 180 degrees after Trump!",0
"Beauty has not raised China as a currency manipulation country to avoid upgrading and China Trade Wars - Reference News Network reports Overseas media said that contrary to the condemnation of US President Trump, the US Department of Finance believes that there is no evidence that the Chinese is lowered by RMB.Coin value.A report released by US Finance Minister Mnuchi showed that there is no act of manipulating currency this year.... o Beauty does not list China as a currency manipulation country to avoid upgrading and trade warfare",0
"Another Canadian citizen is detained in China, and after being arrested by Canada since Meng Jingzhu, two Canadian citizens have been detained. Is there a third and Nth Canadian citizen who will be arrested? The US government has tips the risk of the national citizen of China, one is true reminder; the other is to use this black China. Does Canada and the United States also arrested Chinese citizens in their territories as a retaliation? So starting to expel the diplomatic officials? It is not possible. Trump can release the remarks of Meng Niang as the speech of the trade negotiation weight, put the so-called judicial independence and fair outer skin, which is the political conspiracy of commercial extortion. In this case, China is not afraid to deal with the same way. The death of Meng Mumbaun incident is probably the final is from Canada. It is estimated that it is finally raised in the United States. The Canadian Minister of Justice is denied based on a reason, and it is calm. Minister of Justice, not falling in heaven, and also eats fireworks. There is politics in the world, the so-called do not involve politics, it seems to force the law to high. In the general civil case in China, such dignity may really exist. When the national relationship and the overall interest of the country are, it is a prostitute's chastity belt.",0
"Don't forget the national humiliation, China I biased, I was arrested in the arrest of Meng Mumbai, and it was a very terrible political mistake caused by the Emperor of China. It is stupid that is stupid.Because: The US Emperor is still the past China today's China is not only the Chinese boring. It is not just the sorrow of the nation, and the death-behind will never promote the revenge of revenge, only for the wish of the revival: Do notForgot history, cherish peace!Revitalizing China, my generation is self-improvement!",0
"Guangzhou 13-line boss murder reform and opening up for 40 years, Guangdong has always been the leader of domestic equitable and democratic justice, Guangzhou public security is a truth, and also civilians, please don't grass.",1
"""Heavy pounds! The court is crowded! Meng Liangqian is in court, the first chest is smiling, the control fraud, the highest sentence 30 years!"" O Heavy pound! The court is crowded! Meng Liangqian Xiangxiang first chest face smile30 years !",1
I want to see GV but 80% of my network disk is harmonious.,1
"Although the United States issued a negotiation invitation, Today, Sichuan still ordered new tariffs for 200 billion Chinese import commodities.At this point, the trade war off or stopping may be greatly reduced.",1
"I am shocked on the red-yellow kindergarten.The central government has policies, the country's progress, reform and opening, everything is right to do with the US requirements.Before the two sides sit in the board store negotiation, they have to play the opponent.The Cixi reused the righteous group, nor is it because the righteous group unconditionally, and resolutely gave the Western countries.Now that the folks are unlucky, it is inevitable, but also thanks to the old Buddha.",1
Good fighters are beautiful!Our military 歼 20 fighter vertical horizontal beauty is beautiful (Photos) - - 歼 20 身 天 天 天 天 天 天 天 起 起 起 起 起 起 起 起 起 起 起 起 起 起 中国 起 中国 中国 起 中国 中国 中国 中国 中国 中国 中国 中国 中国 中国 中国 中国 中国 中国 起 起 中国 起 中国 中国 中国 中国 中国 中国 中国 中国 中国 中国 中国 中国 中国 中国(Source: Dingsheng YANGHENG Army Network English) o Our military 歼 20 fighter vertical horizon is beautiful,0
"Meng Gongzhu, this thing, listening to the total feeling, Huawei is a patriotic sign, the successor family is in Canada, is there always not?The main reason for the lawyer applying for bail is that Meng Laoyu will not leave Canada because family and real estate are in Vancouver.",1
"Lendo network is a rising limit board?After the back, there is Jia Yueping. After Jia Yueping has Trump, all people, institutions, institutions and US Governments that are opposed to the Chinese government will support them.",0
